Município,Código,Gentílico,Prefeito_2017,Área_Territorial_2018,População_estimada_pessoas_2019,Densidade_demográfica_2010,Escolarização_6_a_14_anos_%_2010,IDHMunicipal_2010,Mortalidade_infantil_óbitos_por_mil_nascidos_vivos_2017,Receitas_realizadas_×1000_2017,Despesas_empenhadas_×1000_2017,PIB_per_capita_2017
Itamarati de Minas,3132602,tamaratiense,HAMILTON DE MOURA FILHO,"94,568",4355,"43,13","97,5","0,688","32,26","15867,11428","12897,59618","12954,4"
Itambacuri,3132701,itambacuriense,HENRIQUE LUIZ DA MOTA SCOFIELD,"1419,209",23211,"16,07","98,2","0,634","17,6","51483,32629","48320,43469","10977,06"
Itambé do Mato Dentro,3132800,itambeense,JOSE ELISIO DE OLIVEIRA DUARTE,"380,34",2081,6,"97,4","0,634",125,"12551,51784","10270,91302","11674,44"
Itamogi,3132909,itamogiense,RONALDO PEREIRA DIAS,"243,714",10192,"42,47","96,8","0,674","8,55","28647,03534","23766,35981","16033,53"
Itamonte,3133006,itamontense,ALEXANDRE AUGUSTO MOREIRA SANTOS,"431,792",15579,"32,43","98,5","0,705","10,47","40900,26317","37643,5371","46951,87"
Itanhandu,3133105,itanhanduense,EVALDO RIBEIRO DE BARROS,"143,363",15331,"98,87","97,3","0,739","30,67","47438,28877","43611,1745","27509,6"
Itanhomi,3133204,itanhomense,RAIMUNDO FRANCISCO PENAFORTE,"488,843",12228,"24,25","97,5","0,65","32,68","27075,81304","25462,61238","9153,55"
Itaobim,3133303,itaobinhense,CHARLES VIEIRA DA COSTA,"679,024",21062,"30,93","98,7","0,629","16,39","41893,16719","38036,2574","11828,33"
Itapagipe,3133402,itapagipense,BENICE NERY MAIA,"1802,438",15243,"7,58",97,"0,723","8,7","54348,96495","47126,00663","30243,4"
Itapecerica,3133501,itapecericano,WIRLEY RODRIGUES REIS,"1040,519",21762,"20,54","97,9","0,713","14,63","39197,20207","37168,71115","20917,87"
Itapeva,3133600,itapevense,CLAUDIA VIVEANI DE MORAES,"177,347",9783,"48,85",98,"0,72","28,78","38490,6144","32841,7908","31479,52"
Itatiaiuçu,3133709,itatiaiuçuense,MATARAZO JOSÉ DA SILVA,"295,145",11146,"33,64","96,7","0,677","23,81","64796,52374","57409,78972","87446,99"
Itaú de Minas,3133758,itauense,RONILTON GOMES CINTRA,"153,421",16108,"97,41","98,9","0,776","6,37","52521,00672","46581,18923","31666,62"
Itaúna,3133808,itaunense,NEIDER MOREIRA DE FARIA,"495,769",93214,"172,38","98,2","0,758","11,31","267713,0717","236989,3422","32675,28"
Itaverava,3133907,itaveravense,JOSÉ FLAVIANO,"284,22",5419,"20,4","97,3","0,627","54,05","14410,9387","12507,1699","8500,05"
Itinga,3134004,itinguense,ADHEMAR MARCOS FILHO,"1649,622",14990,"8,73","96,8","0,6","12,82","29984,41148","25831,62879","8068,97"
Itueta,3134103,ituetano,VALTER JOSÉ NICOLI,"452,676",6051,"12,88","98,3","0,635","23,53","2043,59218","16616,1952","13296,66"
Ituiutaba,3134202,ituiutabano,FUED JOSE DIB,"2598,046",104671,"37,4","98,1","0,739","10,43","317795,5332","289375,2609","27698,62"
Itumirim,3134301,itumirinense,GERALDO MAGNO DE RESENDE,"234,802",6023,"26,15","98,5","0,726","27,78","14143,20133","13764,13925","9913,07"
Iturama,3134400,ituramense,ANDERSON BERNARDES DE OLIVEIRA,"1404,663",39263,"24,53","98,8","0,747",6,"130022,8736","128017,1867","44831,13"
Itutinga,3134509,itutinguense,FABIANO RIBEIRO DO VALE,"372,018",3788,"10,52","99,4","0,727","27,78","17558,18773","15237,85104","21293,51"
Jaboticatubas,3134608,jaboticatubense,ENEIMAR ADRIANO MARQUES,"1114,972",20143,"15,37","98,2","0,681","29,41","44560,76807","42042,22684","10503,7"
Jacinto,3134707,jacintense,LEONARDO AUGUSTO DE SOUZA,"1393,609",12326,"8,71","97,7","0,62","15,04","26569,19607","25573,51077","8117,19"
Jacuí,3134806,jacuiense,GERALDO MAGELA DA SILVA,"409,229",7686,"18,33","97,9","0,668","10,99","20768,43251","18453,07886","14048,57"
Jacutinga,3134905,jacutinguense,MELQUIADES DE ARAUJO,"347,667",25979,"65,48","94,5","0,715","14,39","67681,14995","61798,73042",24900
Jaguaraçu,3135001,jaguaraçuense,JOSE JUNIO ANDRADE DE LIMA,"163,76",3133,"18,26","99,1","0,679","34,48","15566,87376","12378,71073","20562,63"
Jaíba,3135050,jaibense,REGINALDO ANTONIO DA SILVA,"2635,467",38909,"12,79","97,4","0,638","11,65","69631,37915","62204,9094","14639,28"
Jampruca,3135076,jampruquense,POLLIANE DE CASTRO NUNES BASTOS,"517,095",5404,"9,8","97,7","0,609","18,18","15378,40735","13909,6993","10044,44"
Janaúba,3135100,janaubense,CARLOS ISAILDON MENDES,"2181,319",71648,"30,63","98,5","0,696","6,88","181150,269","179742,2462","15304,43"
Januária,3135209,januarense,MARCELO FELIX ALVES DE ARAUJO,"6661,588",67742,"9,83","96,4","0,658","11,59","105955,8207","99390,48226","9860,09"
Japaraíba,3135308,japaraíbano,ROBERTO EMILIO LOPES,"172,141",4350,"22,88","99,7","0,721","14,93","17945,28094","14420,65046","15784,89"
Japonvar,3135357,japonvaense,LEONARDO DURAES DE ALMEIDA,"375,232",7969,"22,11","97,8","0,608","9,35","20812,77953","18688,04748","6639,89"
Jeceaba,3135407,jeceabense,FABIO VASCONCELOS,"236,25",4912,"22,84","98,4","0,661","19,61","51891,62844","47222,22235","147812,77"
Jenipapo de Minas,3135456,jenipapense,CARLOS JOSÉ DE JESUS SENA,"284,453",7692,"25,02","99,1","0,624","10,75","17242,07642","15781,32774","9093,03"
Jequeri,3135506,jequeriense,ADILSON LOPES SILVA,"547,897",12386,"23,45","94,9","0,601",24,"32209,50574","30583,3829","11313,92"
Jequitaí,3135605,jequitaiense,JOAQUIM ISIDORO DE OLIVEIRA,"1268,443",7531,"6,31","97,9","0,643","12,05","18401,86219","15893,62633","9968,5"
Jequitibá,3135704,jequitibaense,HUMBERTO FERNANDO CAMPELO REIS,"445,03",5211,"11,59","96,7","0,689","21,28","17731,77131","16293,36317","16771,34"
Jequitinhonha,3135803,jequitinhonhense,ROBERTO ALCANTARA BOTELHO,"3514,216",25391,"6,87",96,"0,615","17,92","54076,14674","48479,80927","8806,28"
Jesuânia,3135902,jesuanense,JOSÉ DONIZETTE NOGUEIRA,"153,852",4787,"30,99","97,1","0,658","15,87","15329,58104","12932,94787","13155,41"
Joaíma,3136009,joaimense,DAURO BARRETO MELO FILHO,"1664,19",15432,"8,98","95,3","0,587","10,47","34826,88302","31892,74494","8431,16"
Joanésia,3136108,joanense,DENILSON ANDRADE DE ASSIS,"233,292",4573,"23,25","98,6","0,626","29,41","16667,14349","14224,81155","15436,22"
João Monlevade,3136207,monlevadense,SIMONE CARVALHO,"99,158",79910,"742,35","98,4","0,758","14,84","207915,68","188260,932","32537,18"
João Pinheiro,3136306,pinheirense,EDMAR XAVIER MACIEL,"10727,471",47452,"4,22","94,9","0,697","7,75","119011,0082","100074,6583","29986,86"
Joaquim Felício,3136405,feliciano,ELIANA COLEN PIMENTA DE ABUABARA,"790,935",4695,"5,44","97,5","0,637","20,83","16364,23483","14231,2904","8649,46"
Jordânia,3136504,jordainense,MARQUES-UEL MEIRA DE OLIVEIRA,"546,705",10812,"18,88","97,4","0,628","26,79","20356,42858","18893,32589","7523,61"
José Gonçalves de Minas,3136520,gonçalvense,AECIO RODRIGUES MOTOSO,"381,332",4501,"11,94","99,2","0,632","16,67","17718,72258","14307,81091","9715,27"
José Raydan,3136553,josé raydanense,ELIAS SILVEIRA GODINHO,"180,822",4995,"24,2",99,"0,617","44,44","14589,73942","12182,3491","11157,41"
Josenópolis,3136579,josenopolense,PAULA ANDRADE VIANA ALCANTARA,"541,393",4867,"8,43","96,1","0,564","45,45","16179,74491","14242,63977","7427,46"
Nova União,3136603,nova-uniense,AILTON ANTONIO GUIMARAES ROSA,"172,131",5725,"32,27","98,6","0,662","12,66","16103,41514","16346,72458","14155,82"
Juatuba,3136652,juatubense,VALÉRIA APARECIDA DOS SANTOS,"97,172",26946,"223,04","98,8","0,717","10,2","114495,6838","94492,77575","46449,9"
Juiz de Fora,3136702,juiz-forano,ANTÔNIO CARLOS GUEDES ALMAS,"1435,749",568873,"359,59","98,3","0,778","10,32","1578267,991","1571853,679","28355,07"
Juramento,3136801,juramentense,WENDEL PEREIRA DE SOUZA,"431,63",4331,"9,53","99,1","0,669",20,"15629,04356","13604,66511","8434,01"
Juruaia,3136900,juruaiense,CLAUDECI DIVINO DE ARAUJO,"220,353",10563,"41,92","95,5","0,723","19,61","30830,15013","23185,67457","15923,15"
Juvenília,3136959,juveniliense,ROMULO MARINHO CARNEIRO,"1064,692",5724,"5,36","96,7","0,592","41,67","17065,21875","14524,88641","8559,64"
Ladainha,3137007,ladainhense,WALID NEDIR OLIVEIRA,"866,29",18111,"19,62","91,9","0,541",15,"34488,8196","33542,99468","6235,7"
Lagamar,3137106,lagamaraense,JOSE ALVES FILHO,"1474,562",7613,"5,15","99,3","0,718","24,39","21307,55795","18915,69034","33700,52"
Lagoa da Prata,3137205,lago-pratense,PAULO CESAR TEODORO,"439,984",52165,"104,51","99,1","0,732","8,33","109985,4684","92178,61074","31853,71"
Lagoa dos Patos,3137304,lagoa-patense,JOSÉ RAUL REIS,"600,547",4102,"7,04","98,9","0,634","66,67","15194,80901","14353,39494","10518,36"
Lagoa Dourada,3137403,lagoense,MANOEL GERALDO DE RESENDE,"476,693",13009,"25,71","98,9","0,676","26,32","32016,10321","26787,70248","15514,51"
Lagoa Formosa,3137502,lagoense,JOÃO MARTINS DE PAULA,"840,92",18052,"20,41","98,7","0,703","22,94","60204,00339","54752,89869","17690,03"
Lagoa Grande,3137536,lagoa grandense,EDSON SABINO DE LIMA,"1236,301",9532,"6,98","97,2","0,679","8,06","24966,81014","22209,78794","24161,2"
Lagoa Santa,3137601,lagoa-santense,ROGÉRIO CÉSAR DE MATOS AVELAR,"229,409",64527,"229,08",97,"0,777","14,87","196349,6049","172600,942","26899,69"
Lajinha,3137700,lajinhense,JOAO ROSENDO AMBRÓSIO DE MEDEIROS,"431,92",19923,"45,4","98,2","0,661","9,71","42370,50218","37261,46148","15429,37"
Lambari,3137809,lambariense,SÉRGIO TEIXEIRA,"213,11",20814,"91,76","97,6","0,711","12,82","53476,54489","47264,16571","15981,83"
Lamim,3137908,laminense,MARCO ANTONIO DE ASSIS,"118,602",3391,"29,11",100,"0,655","29,41","13394,84134","12446,24771","11499,54"
Laranjal,3138005,laranjalense,SUDARIO AMORIM CARNEIRO,"204,882",6810,"31,55","98,3","0,714","27,78","17890,65658","14666,50776","11049,35"
Lassance,3138104,lassancense,PAULO ELIAS RODRIGUES,"3204,217",6512,"2,02","96,4","0,629","10,75","23341,90616","19713,372","16804,09"
Lavras,3138203,lavrense,JOSE CHEREM,"564,744",103773,"163,26","98,6","0,782","18,09","265705,5817","232486,7886","24341,66"
Leandro Ferreira,3138302,leandrense,ELDER CORREA DE FREITAS,"352,005",3229,"9,1","97,7","0,71","64,52","15331,35552","14201,6257","11672,58"
Leme do Prado,3138351,lemepradense,REGINALDO GOMES FERREIRA,"280,036",4918,"17,15","99,8","0,67","83,33","18526,5473","16261,56272","10112,83"
Leopoldina,3138401,leopoldinense,JOSE ROBERTO DE OLIVEIRA,"943,077",52587,"54,22","98,1","0,726","6,14","98942,63714","92404,27242","19468,36"
Liberdade,3138500,libertense,RITA DE CÁSSIA RODRIGUES,"401,337",5069,"13,32",98,"0,672","47,62","17486,87217","15776,19181","15464,99"
Lima Duarte,3138609,limaduartino,GERALDO GOMES DE SOUZA,"848,564",16698,"19,03","98,5","0,71","11,76","38309,50625","34362,21861","14833,24"
Limeira do Oeste,3138625,limeirense,PEDRO SOCORRO DO NASCIMENTO,"1319,036",7536,"5,22","98,9","0,71","17,09","33907,68174","29692,48944","45754,38"
Lontra,3138658,lontrense,DERNIVAL MENDES DOS REIS,"258,874",9661,"32,44","97,9","0,646","7,58","20224,54505","17455,81452","7201,03"
Luisburgo,3138674,luisburguense,JOSE CARLOS PEREIRA,"145,418",6266,"42,87","94,9","0,608","18,02","18130,79176","18090,97979","12791,7"
Luislândia,3138682,luislandense,EDSON RODRIGUES SUZART JUNIOR,"411,714",6699,"15,54",98,"0,614","23,53","15539,81874","15026,60019","7185,38"
Luminárias,3138708,luminarense,HUDSON SALVADOR VILELA,"500,143",5446,"10,84","99,3","0,678","23,81","16444,07106","14447,92522","18392,26"
Luz,3138807,luzense,AILTON DUARTE,"1171,659",18215,"14,92",99,"0,724","15,96","50344,92473","44876,04142","26719,14"
Machacalis,3138906,machacalisense,MAURO ROBERTO FRANCISCO BATISTA,"332,378",7111,"20,99","96,7","0,64","23,81","17312,17972","16283,06862","10293,57"
Machado,3139003,machadense,JULBERT FERRE DE MORAIS,"585,958",42133,"66,03","96,2","0,715","23,44","93060,99636","83187,07587","22958,55"
Madre de Deus de Minas,3139102,madre-deusense,JOÃO EUSTÁSIO,"492,909",5098,"9,95","98,4","0,699","16,67","16511,15205","12800,2427","30539,26"
Malacacheta,3139201,malacachetense,WILTON PEREIRA DA SILVA,"727,886",18650,"25,8","95,9","0,618","9,48","38171,63185","37287,34814","9473,09"
Mamonas,3139250,mamonense,IDALINO CELESTINO DE CARVALHO,"284,365",6543,"21,69","98,5","0,618","21,28","19130,2334","14667,57145","7193,17"
Manga,3139300,manguense,JOAQUIM DE OLIVEIRA SA FILHO,"1950,184",18407,"10,16","96,4","0,642","28,94","43950,03224","40606,33981","9694,54"
Manhuaçu,3139409,manhuaçuense,MARIA APARECIDA MAGALHAES BIFANO,"628,318",90229,"126,65","97,4","0,689","12,84","195699,8744","172033,4788","26924,92"
Manhumirim,3139508,manhumiriense,LUCIANO MACHADO DA SILVA,"182,9",22707,"116,91","96,7","0,697","7,69","49159,72917","41719,2517","19664,28"
Mantena,3139607,mantenense,JOÃO RUFINO SOBRINHO,"685,208",27644,"39,57","96,6","0,675","9,01","70888,15823","65381,0505","13394,93"
Maravilhas,3139706,maravilhense,DIOVANE POLICARPO DE CASTRO,"261,604",7976,"27,38","98,3","0,672","14,93","19690,67137","17991,43372","14628,12"
Mar de Espanha,3139805,mar-de-espanhense,WELINGTON MARCOS RODRIGUES,"371,6",12814,"31,62","98,4","0,684","17,75","25376,83941","22463,94221","13374,73"
Maria da Fé,3139904,mariense,PATRICIA SANTOS DE ALMEIDA BERNARDO,"202,898",14095,"70,06","98,9","0,702","5,26","32877,77215","30667,4118","10881,07"
Mariana,3140001,marianense,DUARTE EUSTÁQUIO GONÇALVES JUNIOR,"1194,208",60724,"45,4",98,"0,742","13,21","309158,7708","257822,3433","48407,28"
Marilac,3140100,marilaquense,ALDO FRANÇA SOUTO,"158,809",4115,"26,57","98,7","0,615","39,22","17517,82802","16167,77995","9889,69"
Mário Campos,3140159,mario-campense,ELSON DA SILVA SANTOS JUNIOR,"35,196",15416,"374,82","98,5","0,699","14,42","32770,10762","42412,15011","10334,55"
Maripá de Minas,3140209,maripaense,SEBASTIÃO MACHADO NETO,"77,338",2973,"36,05","95,6","0,68","54,05","13976,50751","12684,84307","19348,72"
Marliéria,3140308,marlierense,GERALDO MAGELA BORGES DE CASTRO,"545,813",4039,"7,35","98,7","0,657","44,44","18495,34418","16576,22336","9449,08"
Marmelópolis,3140407,marmelopolense,CAMILO ALBERTO RIBEIRO DA SILVA,"107,902",2755,"27,51","99,3","0,65","32,26","12324,05628","11140,3715","10673,03"
Martinho Campos,3140506,martinho-campense,JOSE HAILTON DE FREITAS,"1058,418",13388,"12,03","98,1","0,669","12,9","35180,25354","27134,81626","23874,64"
Martins Soares,3140530,martinsoarense,FERNANDO ALMEIDA DE ANDRADE,"113,268",8417,"63,33","96,7","0,635","9,09","18877,72417","16027,82821","16626,05"
Mata Verde,3140555,mataverdense,CARLOS ROBERTO BATISTA SANTOS,"227,539",8586,"34,61","96,8","0,581","11,36","18136,02541","16967,89797","7332,71"
Materlândia,3140605,materlandiense,JOVENTINO MARIA FERREIRA,"280,53",4459,"16,38","97,9","0,597","16,13","15356,83948","12858,31982","9555,25"
Mateus Leme,3140704,mateus-lemense,JULIO CEZAR NOGUEIRA FARES JUNIOR,"301,383",31086,"92,02","96,9","0,704","11,01","70815,29745","63605,9643","22568,25"
Matias Barbosa,3140803,matiense,CARLOS ANTONIO DE CASTRO LOPES,"157,066",14468,"85,51","98,1","0,72","23,26","50051,88718","40979,4155","34958,76"
Matias Cardoso,3140852,matiense,EDMARCIO MOURA LEAL,"1940,598",11157,"5,12","96,9","0,616","9,9","29233,44351","26191,89361","12185,51"
Matipó,3140902,matipoense,VALTER MAGESTE DE ORNELAS,"266,99",18908,"66,07","97,7","0,631","19,93","39004,81498","36183,37818","12741,58"
Mato Verde,3141009,mato-verdense,OSCAR LISANDRO TEIXEIRA,"472,245",12459,"26,86","97,2","0,662","35,46","30294,36843","26670,12742","9334,21"
Matozinhos,3141108,matozinhense,ANTONIO DIVINO DE SOUZA,"252,28",37820,"134,59","99,2","0,731","13,94","80499,70281","21432,67077","26866,9"
Matutina,3141207,matutinense,JOSE ADOLFO RIBEIRO JUNIOR,"260,957",3749,"14,41","95,4","0,707","41,67","14975,8653","11795,28844","16378,51"
Medeiros,3141306,medeirense,FRANCISCO MARTINS RIBEIRO,"946,437",3802,"3,64","99,8","0,711","24,39","17385,84284","746,3128","32096,93"
Medina,3141405,medinense,EVALDO LUCIO PEIXOTO SENA,"1435,903",20820,"14,64","95,9","0,624",12,"40957,27783","39995,81265","10065,4"
Mendes Pimentel,3141504,pimentelense,AYMORE MOREIRA DA SILVA,"305,507",6446,"20,72","98,1","0,626","13,51","17304,98813","15775,58984","8547,42"
Mercês,3141603,mercesano,EDIMAR GUERRA DE PAULA,"348,271",10739,"29,77","97,9","0,664","19,8","27389,94856","24654,17868","10673,14"
Mesquita,3141702,mesquitense,RONALDO DE OLIVEIRA,"274,938",5605,"22,07",98,"0,656","31,25","16127,19712","13525,48611","7694,08"
Minas Novas,3141801,minas-novense,AÉCIO GUEDES SOARES,"1812,398",31484,"16,99","97,1","0,633","15,77","51110,9278","44657,37182","7845,08"
Minduri,3141900,mindurense,JOSE RONALDO DA SILVA,"219,774",3894,"17,47","96,5","0,658","28,57","17145,6616","15127,66714","17076,54"
Mirabela,3142007,mirabelense,LUCIANO RABELO VELOSO,"723,278",13589,"18,03","98,7","0,665","21,74","30135,5141","26905,49461","8945,95"
Miradouro,3142106,miradourense,ALMIRO MARQUES DE LACERDA FILHO,"301,672",10754,"33,98","98,3","0,663","28,99","26147,19237","22401,44509","12004,22"
Miraí,3142205,miraiense,LUIZ FORTUCE,"320,695",15014,"43,06","98,2","0,68","6,45","31941,06678","30037,48782","16227,83"
Miravânia,3142254,miravaniense,RAIMUNDO NONATO PEREIRA LUNA,"602,128",4888,"7,55",96,"0,593","19,61","16623,26859","14418,62102","7543,03"
Moeda,3142304,moedense,LEONARDO AUGUSTO MOURA BRAGA,"155,112",4919,"30,23","99,2","0,638","24,39","15924,7981","13362,18999","11904,03"
Moema,3142403,moemense,JULVAN REZENDE ARAUJO LACERDA,"202,705",7517,"34,67","97,7","0,721","24,1","19955,94622","17579,57619","14209,8"
Monjolos,3142502,monjolense,GERALDO EUSTÁQUIO MAIA DA SILVA,"650,911",2220,"3,63","97,4","0,65","47,62","13599,14336","11230,74292","17738,77"
Monsenhor Paulo,3142601,paulense,LETICIA APARECIDA BELATO MARTINS,"216,54",8688,"37,69","99,2","0,721","23,81","21816,53351","23294,05297","22477,13"
Montalvânia,3142700,montalvanense,JOSÉ FLORISVAL DE ORNELAS,"1503,755",14877,"10,55","96,2","0,613","5,03","30085,23098","24657,20733","8089,45"
Monte Alegre de Minas,3142809,monte-alegrense,ÚLTIMO BITENCOURT DE FREITAS,"2595,957",21120,"7,56","94,5","0,674","7,17","71267,64262","64171,95104","26149,13"
Monte Azul,3142908,monte-azulense,ALEXANDRE AUGUSTO FERNANDES DE OLIVEIRA,"1001,296",20854,"22,12","98,3","0,659","21,83","38070,29941","35340,5161","8752,04"
Monte Belo,3143005,monte-belano,VALDEVINO DE SOUZA,"421,283",13166,31,"98,2","0,688","7,19","34048,11105","28909,42199","21033,72"
Monte Carmelo,3143104,carmelitano,SAULO FALEIROS CARDOSO,"1343,035",47809,"34,08","98,4","0,728","14,9","110240,1879","93227,07346","22628,06"
Monte Formoso,3143153,monte formosense,JOSE GOMES DA SILVA,"385,553",4906,"12,08","97,7","0,541","46,15","14335,17171","13686,72977","6500,66"
Monte Santo de Minas,3143203,monte-santense,PAULO SERGIO GORNATI,"594,632",21524,"35,71","98,3","0,71","14,35","48801,60968","43342,51696","16287,85"
Montes Claros,3143302,montes-clarense,HUMBERTO GUIMARAES SOUTO,"3568,941",409341,"101,41","98,4","0,77","9,88","692543,6471","558701,1974","22302,13"
Monte Sião,3143401,monte-sionense,JOSÉ POCAI JUNIOR,"291,594",23803,"72,71","95,9","0,724","8,97","60043,16592","52581,48169","17618,42"
Montezuma,3143450,montesumense,FABIANO COSTA SOARES,"1130,419",8249,"6,6","97,1","0,587","11,49","18547,33151","17838,25004","7378,71"
Morada Nova de Minas,3143500,moradense,OLIMPIO FRANCISCO DE MOURA,"2084,275",8863,"3,96","97,8","0,696","23,53","32024,40207","34452,62418","30761,39"
Morro da Garça,3143609,morrense,JOSÉ MARIA DE CASTRO MATOS,"414,772",2462,"6,41","96,6","0,648","45,45","18805,66788","16100,92941","18214,3"
Morro do Pilar,3143708,morrense,JOSE DE MATOS VIEIRA NETO,"477,548",3182,"7,12","96,5","0,597","38,46","15517,67203","12244,28546","9755,78"
Munhoz,3143807,munhozense,OTAVIO LUIZ DE SOUZA,"191,564",6029,"32,66","97,4","0,647","37,04","16758,76595","15302,07971","14083,3"
Muriaé,3143906,muriaense,IOANNIS KONSTANTINOS GRAMMATIKOPOULOS,"841,693",108763,"119,72","97,3","0,734","7,17","298066,7607","253341,4992","19349,51"
Mutum,3144003,mutuense,JOÃO BATISTA MARÇAL TEIXEIRA,"1250,824",26979,"21,31","94,9","0,644","2,72","50071,05152","47698,57094","13595,35"
Muzambinho,3144102,muzambinhense,SÉRGIO ARLINDO CERÁVOLO PAOLIELLO,"409,948",20569,"49,84","97,8","0,74","3,8","50567,29393","43328,47855","19740,43"
Nacip Raydan,3144201,nacipense,EDUARDO ANTONIO DE OLIVEIRA,"233,493",3220,"13,51","94,4","0,585","43,48","12717,73937","10715,90956","8248,61"
Nanuque,3144300,nanuquense,ROBERTO DE JESUS,"1518,166",40750,"26,9","97,4","0,701","8,73","83037,96854","78695,16317","15408,8"
Naque,3144359,naquense,HELIO PINTO DE CARVALHO,"127,173",6996,"49,86","98,9","0,675","11,9","17197,12705","15413,31317","9900,73"
Natalândia,3144375,natalandense,GERALDO MAGELA GOMES,"468,66",3311,7,"99,8","0,671",25,"14798,39495","12189,98316","12964,17"
Natércia,3144409,naterciano,CRISTIANO ANTONIO CAETANO JUNHO,"188,719",4730,"24,68","98,6","0,693","35,71","16158,63586","14096,93384","14089,05"
Nazareno,3144508,nazarenense,JOSE HEITOR GUIMARAES DE CARVALHO,"341,453",8608,"24,17","98,8","0,69","11,9","26684,30887","21450,89588","23898,54"
